"FileName","FullPath","RootCategory","ProbableRole","SizeBytes","LastWrite"
"PresentationFramework.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\de\PresentationFramework.resources.dll","dedicated","unknown","214144","2026-02-18 22:28"
"PresentationUI.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\de\PresentationUI.resources.dll","dedicated","unknown","47232","2026-02-18 22:28"
"ReachFramework.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\de\ReachFramework.resources.dll","dedicated","unknown","39552","2026-02-18 22:28"
"System.Windows.Controls.Ribbon.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\de\System.Windows.Controls.Ribbon.resources.dll","dedicated","unknown","18576","2026-02-18 22:28"
"System.Windows.Forms.Design.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\de\System.Windows.Forms.Design.resources.dll","dedicated","unknown","142976","2026-02-18 22:28"
"System.Windows.Forms.Primitives.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\de\System.Windows.Forms.Primitives.resources.dll","dedicated","unknown","15496","2026-02-18 22:28"
"System.Windows.Forms.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\de\System.Windows.Forms.resources.dll","dedicated","unknown","366720","2026-02-18 22:27"
"System.Windows.Input.Manipulations.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\de\System.Windows.Input.Manipulations.resources.dll","dedicated","unknown","16520","2026-02-18 22:28"
"System.Xaml.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\de\System.Xaml.resources.dll","dedicated","unknown","68736","2026-02-18 22:28"
"UIAutomationClient.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\de\UIAutomationClient.resources.dll","dedicated","unknown","20096","2026-02-18 22:28"
"UIAutomationClientSideProviders.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\de\UIAutomationClientSideProviders.resources.dll","dedicated","unknown","21136","2026-02-18 22:28"
"UIAutomationProvider.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\de\UIAutomationProvider.resources.dll","dedicated","unknown","15488","2026-02-18 22:28"
"UIAutomationTypes.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\de\UIAutomationTypes.resources.dll","dedicated","unknown","18560","2026-02-18 22:28"
"WindowsBase.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\de\WindowsBase.resources.dll","dedicated","unknown","91776","2026-02-18 22:28"
"WindowsFormsIntegration.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\de\WindowsFormsIntegration.resources.dll","dedicated","unknown","16000","2026-02-18 22:28"
"Microsoft.VisualBasic.Forms.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\es\Microsoft.VisualBasic.Forms.resources.dll","dedicated","unknown","25728","2026-02-18 22:28"
"PresentationCore.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\es\PresentationCore.resources.dll","dedicated","unknown","110208","2026-02-18 22:28"
"PresentationFramework.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\es\PresentationFramework.resources.dll","dedicated","unknown","203392","2026-02-18 22:28"
"PresentationUI.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\es\PresentationUI.resources.dll","dedicated","unknown","45696","2026-02-18 22:30"
"ReachFramework.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\es\ReachFramework.resources.dll","dedicated","unknown","39552","2026-02-18 22:28"
"System.Windows.Controls.Ribbon.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\es\System.Windows.Controls.Ribbon.resources.dll","dedicated","unknown","18576","2026-02-18 22:28"
"System.Windows.Forms.Design.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\es\System.Windows.Forms.Design.resources.dll","dedicated","unknown","142480","2026-02-18 22:28"
"System.Windows.Forms.Primitives.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\es\System.Windows.Forms.Primitives.resources.dll","dedicated","unknown","15504","2026-02-18 22:28"
"System.Windows.Forms.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\es\System.Windows.Forms.resources.dll","dedicated","unknown","359552","2026-02-18 22:27"
"System.Windows.Input.Manipulations.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\es\System.Windows.Input.Manipulations.resources.dll","dedicated","unknown","16520","2026-02-18 22:28"
"System.Xaml.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\es\System.Xaml.resources.dll","dedicated","unknown","66176","2026-02-18 22:30"
"UIAutomationClient.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\es\UIAutomationClient.resources.dll","dedicated","unknown","20096","2026-02-18 22:28"
"UIAutomationClientSideProviders.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\es\UIAutomationClientSideProviders.resources.dll","dedicated","unknown","21120","2026-02-18 22:28"
"UIAutomationProvider.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\es\UIAutomationProvider.resources.dll","dedicated","unknown","15488","2026-02-18 22:28"
"UIAutomationTypes.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\es\UIAutomationTypes.resources.dll","dedicated","unknown","18560","2026-02-18 22:28"
"WindowsBase.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\es\WindowsBase.resources.dll","dedicated","unknown","89728","2026-02-18 22:28"
"WindowsFormsIntegration.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\es\WindowsFormsIntegration.resources.dll","dedicated","unknown","16000","2026-02-18 22:28"
"Microsoft.VisualBasic.Forms.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\fr\Microsoft.VisualBasic.Forms.resources.dll","dedicated","unknown","25728","2026-02-18 22:28"
"PresentationCore.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\fr\PresentationCore.resources.dll","dedicated","unknown","113280","2026-02-18 22:28"
"PresentationFramework.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\fr\PresentationFramework.resources.dll","dedicated","unknown","207488","2026-02-18 22:28"
"PresentationUI.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\fr\PresentationUI.resources.dll","dedicated","unknown","46720","2026-02-18 22:28"
"ReachFramework.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\fr\ReachFramework.resources.dll","dedicated","unknown","40064","2026-02-18 22:28"
"System.Windows.Controls.Ribbon.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\fr\System.Windows.Controls.Ribbon.resources.dll","dedicated","unknown","18568","2026-02-18 22:28"
"System.Windows.Forms.Design.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\fr\System.Windows.Forms.Design.resources.dll","dedicated","unknown","143496","2026-02-18 22:28"
"System.Windows.Forms.Primitives.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\fr\System.Windows.Forms.Primitives.resources.dll","dedicated","unknown","15504","2026-02-18 22:30"
"System.Windows.Forms.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\fr\System.Windows.Forms.resources.dll","dedicated","unknown","365712","2026-02-18 22:27"
"System.Windows.Input.Manipulations.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\fr\System.Windows.Input.Manipulations.resources.dll","dedicated","unknown","16528","2026-02-18 22:28"
"System.Xaml.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\fr\System.Xaml.resources.dll","dedicated","unknown","67712","2026-02-18 22:28"
"UIAutomationClient.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\fr\UIAutomationClient.resources.dll","dedicated","unknown","20096","2026-02-18 22:28"
"UIAutomationClientSideProviders.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\fr\UIAutomationClientSideProviders.resources.dll","dedicated","unknown","21120","2026-02-18 22:28"
"UIAutomationProvider.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\fr\UIAutomationProvider.resources.dll","dedicated","unknown","15488","2026-02-18 22:28"
"UIAutomationTypes.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\fr\UIAutomationTypes.resources.dll","dedicated","unknown","18560","2026-02-18 22:28"
"WindowsBase.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\fr\WindowsBase.resources.dll","dedicated","unknown","90752","2026-02-18 22:28"
"WindowsFormsIntegration.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\fr\WindowsFormsIntegration.resources.dll","dedicated","unknown","16000","2026-02-18 22:30"
"Microsoft.VisualBasic.Forms.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\it\Microsoft.VisualBasic.Forms.resources.dll","dedicated","unknown","25744","2026-02-18 22:28"
"PresentationCore.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\it\PresentationCore.resources.dll","dedicated","unknown","111232","2026-02-18 22:28"
"PresentationFramework.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\it\PresentationFramework.resources.dll","dedicated","unknown","205952","2026-02-18 22:28"
"PresentationUI.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\it\PresentationUI.resources.dll","dedicated","unknown","45696","2026-02-18 22:28"
"ReachFramework.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\it\ReachFramework.resources.dll","dedicated","unknown","39552","2026-02-18 22:28"
"System.Windows.Controls.Ribbon.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\it\System.Windows.Controls.Ribbon.resources.dll","dedicated","unknown","18560","2026-02-18 22:28"
"System.Windows.Forms.Design.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\it\System.Windows.Forms.Design.resources.dll","dedicated","unknown","143496","2026-02-18 22:28"
"System.Windows.Forms.Primitives.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\it\System.Windows.Forms.Primitives.resources.dll","dedicated","unknown","15504","2026-02-18 22:30"
"System.Windows.Forms.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\it\System.Windows.Forms.resources.dll","dedicated","unknown","361616","2026-02-18 22:27"
"System.Windows.Input.Manipulations.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\it\System.Windows.Input.Manipulations.resources.dll","dedicated","unknown","16520","2026-02-18 22:28"
"System.Xaml.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\it\System.Xaml.resources.dll","dedicated","unknown","66688","2026-02-18 22:28"
"UIAutomationClient.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\it\UIAutomationClient.resources.dll","dedicated","unknown","20096","2026-02-18 22:28"
"UIAutomationClientSideProviders.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\it\UIAutomationClientSideProviders.resources.dll","dedicated","unknown","21120","2026-02-18 22:28"
"UIAutomationProvider.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\it\UIAutomationProvider.resources.dll","dedicated","unknown","15488","2026-02-18 22:28"
"UIAutomationTypes.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\it\UIAutomationTypes.resources.dll","dedicated","unknown","18560","2026-02-18 22:29"
"WindowsBase.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\it\WindowsBase.resources.dll","dedicated","unknown","91776","2026-02-18 22:28"
"WindowsFormsIntegration.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\it\WindowsFormsIntegration.resources.dll","dedicated","unknown","16000","2026-02-18 22:28"
"Microsoft.VisualBasic.Forms.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ja\Microsoft.VisualBasic.Forms.resources.dll","dedicated","unknown","26256","2026-02-18 22:29"
"PresentationCore.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ja\PresentationCore.resources.dll","dedicated","unknown","122496","2026-02-18 22:28"
"PresentationFramework.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ja\PresentationFramework.resources.dll","dedicated","unknown","226944","2026-02-18 22:28"
"PresentationUI.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ja\PresentationUI.resources.dll","dedicated","unknown","49280","2026-02-18 22:28"
"ReachFramework.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ja\ReachFramework.resources.dll","dedicated","unknown","42112","2026-02-18 22:28"
"System.Windows.Controls.Ribbon.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ja\System.Windows.Controls.Ribbon.resources.dll","dedicated","unknown","19072","2026-02-18 22:28"
"System.Windows.Forms.Design.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ja\System.Windows.Forms.Design.resources.dll","dedicated","unknown","148104","2026-02-18 22:30"
"System.Windows.Forms.Primitives.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ja\System.Windows.Forms.Primitives.resources.dll","dedicated","unknown","16016","2026-02-18 22:28"
"System.Windows.Forms.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ja\System.Windows.Forms.resources.dll","dedicated","unknown","401024","2026-02-18 22:27"
"System.Windows.Input.Manipulations.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ja\System.Windows.Input.Manipulations.resources.dll","dedicated","unknown","16512","2026-02-18 22:28"
"System.Xaml.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ja\System.Xaml.resources.dll","dedicated","unknown","74368","2026-02-18 22:30"
"UIAutomationClient.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ja\UIAutomationClient.resources.dll","dedicated","unknown","20608","2026-02-18 22:28"
"UIAutomationClientSideProviders.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ja\UIAutomationClientSideProviders.resources.dll","dedicated","unknown","21648","2026-02-18 22:28"
"UIAutomationProvider.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ja\UIAutomationProvider.resources.dll","dedicated","unknown","15488","2026-02-18 22:30"
"UIAutomationTypes.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ja\UIAutomationTypes.resources.dll","dedicated","unknown","18560","2026-02-18 22:28"
"WindowsBase.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ja\WindowsBase.resources.dll","dedicated","unknown","99456","2026-02-18 22:30"
"WindowsFormsIntegration.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ja\WindowsFormsIntegration.resources.dll","dedicated","unknown","16512","2026-02-18 22:30"
"Microsoft.VisualBasic.Forms.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ko\Microsoft.VisualBasic.Forms.resources.dll","dedicated","unknown","25728","2026-02-18 22:28"
"PresentationCore.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ko\PresentationCore.resources.dll","dedicated","unknown","114304","2026-02-18 22:28"
"PresentationFramework.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ko\PresentationFramework.resources.dll","dedicated","unknown","211584","2026-02-18 22:28"
"PresentationUI.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ko\PresentationUI.resources.dll","dedicated","unknown","46208","2026-02-18 22:28"
"ReachFramework.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ko\ReachFramework.resources.dll","dedicated","unknown","40576","2026-02-18 22:28"
"System.Windows.Controls.Ribbon.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ko\System.Windows.Controls.Ribbon.resources.dll","dedicated","unknown","18576","2026-02-18 22:28"
"System.Windows.Forms.Design.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ko\System.Windows.Forms.Design.resources.dll","dedicated","unknown","144512","2026-02-18 22:28"
"System.Windows.Forms.Primitives.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ko\System.Windows.Forms.Primitives.resources.dll","dedicated","unknown","15488","2026-02-18 22:30"
"System.Windows.Forms.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ko\System.Windows.Forms.resources.dll","dedicated","unknown","364176","2026-02-18 22:27"
"System.Windows.Input.Manipulations.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ko\System.Windows.Input.Manipulations.resources.dll","dedicated","unknown","16512","2026-02-18 22:28"
"System.Xaml.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ko\System.Xaml.resources.dll","dedicated","unknown","69776","2026-02-18 22:29"
"UIAutomationClient.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ko\UIAutomationClient.resources.dll","dedicated","unknown","20096","2026-02-18 22:28"
"UIAutomationClientSideProviders.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ko\UIAutomationClientSideProviders.resources.dll","dedicated","unknown","21120","2026-02-18 22:28"
"UIAutomationProvider.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ko\UIAutomationProvider.resources.dll","dedicated","unknown","15488","2026-02-18 22:28"
"UIAutomationTypes.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ko\UIAutomationTypes.resources.dll","dedicated","unknown","18560","2026-02-18 22:29"
"WindowsBase.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ko\WindowsBase.resources.dll","dedicated","unknown","92296","2026-02-18 22:29"
"WindowsFormsIntegration.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\ko\WindowsFormsIntegration.resources.dll","dedicated","unknown","16000","2026-02-18 22:28"
"Microsoft.VisualBasic.Forms.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\pl\Microsoft.VisualBasic.Forms.resources.dll","dedicated","unknown","25744","2026-02-18 22:30"
"PresentationCore.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\pl\PresentationCore.resources.dll","dedicated","unknown","113280","2026-02-18 22:28"
"PresentationFramework.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\pl\PresentationFramework.resources.dll","dedicated","unknown","210048","2026-02-18 22:30"
"PresentationUI.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\pl\PresentationUI.resources.dll","dedicated","unknown","46224","2026-02-18 22:28"
"ReachFramework.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Dedicated Server\bin\Win64_Shipping_Server\Microsoft.WindowsDesktop.App\pl\ReachFramework.resources.dll","dedicated","unknown","40064","2026-02-18 22:28"
